"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 16 23:32:52 WEST 2022","Wed Nov 16 23:33:35 WEST 2022","42785","","add items to basket","","add items to basket","add speciic 'skincare products' to basket & validate cart total","add speciic 'skincare products' to basket & validate cart total",""
